doc_id,item,category,amount,price,discount
HSZMR5EV,Лампочка светодиодная 9W,Товары для дома,1,1152.37,0
HSZMR5EV,Полотенце вафельное,Текстиль,2,3481.92,67
HSZMR5EV,Средство для мытья посуды 500мл,Бытовая химия,1,2871.89,0
SMLC81J2,Ведро пластиковое 10л,Товары для дома,1,4420.61,49
SMLC81J2,Набор кухонных полотенец,Текстиль,3,4629.18,37
SMLC81J2,Чай чёрный листовой 100г,Продукты,1,1254.2,0
SMLC81J2,Кастрюля нержавеющая сталь 4л,Посуда,1,3461.11,40
COTLCXTO,Батарейки AAA 4шт,Товары для дома,1,809.04,53
COTLCXTO,Набор кухонных полотенец,Текстиль,3,3333.75,58
Y6WTQMU6,Швабра с насадкой,Товары для дома,3,585.84,0
Y6WTQMU6,Гель для душа 250мл,Косметика и гигиена,1,1234.94,52
Y6WTQMU6,Хлеб ржаной,Продукты,4,678.08,58
Y6WTQMU6,Лампочка светодиодная 9W,Товары для дома,1,4310.76,50
Y6WTQMU6,Столовый прибор (ложка+вилка),Посуда,3,1192.21,43
Y6WTQMU6,Чистящее средство для кухни,Бытовая химия,3,3262.7,63
Y6WTQMU6,Кондиционер для белья,Бытовая химия,1,1507.74,49
Y6WTQMU6,Мыло жидкое с дозатором,Косметика и гигиена,1,2063.41,55
458DYBCN,Гель для душа 250мл,Косметика и гигиена,1,4881.94,0
458DYBCN,Постельное бельё 1.5 спальное,Текстиль,3,3634.17,0
458DYBCN,Ведро пластиковое 10л,Товары для дома,4,3792.78,78
458DYBCN,Столовый прибор (ложка+вилка),Посуда,4,2968.55,57
458DYBCN,Набор кухонных полотенец,Текстиль,3,2812.62,71
458DYBCN,Сковорода антипригарная 24см,Посуда,3,2104.99,0
YYZAFYR3,Хлеб ржаной,Продукты,3,779.71,42
YYZAFYR3,Лампочка светодиодная 9W,Товары для дома,1,1545.4,46
YYZAFYR3,Полотенце вафельное,Текстиль,3,1648.07,0
YYZAFYR3,Набор кухонных полотенец,Текстиль,3,3803.37,0
YYZAFYR3,Гель для душа 250мл,Косметика и гигиена,2,4285.07,74
YYZAFYR3,Скатерть льняная,Текстиль,2,4749.53,43
WHDA2XH0,Гель для душа 250мл,Косметика и гигиена,4,3730.35,0
WHDA2XH0,Лампочка светодиодная 9W,Товары для дома,1,1935.81,35
WHDA2XH0,Ведро пластиковое 10л,Товары для дома,4,2791.27,0
WHDA2XH0,Хлеб ржаной,Продукты,3,553.57,0
WHDA2XH0,Полотенце вафельное,Текстиль,3,62.33,0
WHDA2XH0,Стиральный порошок 3кг,Бытовая химия,3,305.91,71
WHDA2XH0,Кружка керамическая 300мл,Посуда,4,3320.12,57
WHDA2XH0,Яблоки свежие 1кг,Продукты,4,349.24,76
9WK2L7G9,Тарелка глубокая 20см,Посуда,1,2568.5,0
9WK2L7G9,Чистящее средство для кухни,Бытовая химия,4,2398.91,58
9KIWUI8W,Скатерть льняная,Текстиль,3,1662.53,0
