doc_id,item,category,amount,price,discount
R9G8CDSX,Яблоки свежие 1кг,Продукты,4,2586.99,0
R9G8CDSX,Тарелка глубокая 20см,Посуда,1,4778.72,0
R9G8CDSX,Полотенце вафельное,Текстиль,2,3520.19,0
R9G8CDSX,Набор кухонных полотенец,Текстиль,1,666.65,0
R9G8CDSX,Мыло жидкое с дозатором,Косметика и гигиена,2,1252.33,0
PRJ5W733,Зубная паста 100мл,Косметика и гигиена,3,2922.34,54
PRJ5W733,Полотенце вафельное,Текстиль,4,2183.88,0
PRJ5W733,Кондиционер для белья,Бытовая химия,3,4674.29,32
PRJ5W733,Шампунь для волос 400мл,Косметика и гигиена,3,4110.28,73
PRJ5W733,Столовый прибор (ложка+вилка),Посуда,1,3692.67,0
PRJ5W733,Ведро пластиковое 10л,Товары для дома,4,2974.26,0
PRJ5W733,Кружка керамическая 300мл,Посуда,1,3677.85,0
PRJ5W733,Постельное бельё 1.5 спальное,Текстиль,1,2642.51,61
NT9P7IEQ,Яблоки свежие 1кг,Продукты,3,3761.66,45
Q3Q6N6VL,Гель для душа 250мл,Косметика и гигиена,2,2097.46,65
Q3Q6N6VL,Чистящее средство для кухни,Бытовая химия,1,2198.52,44
Q3Q6N6VL,Хлеб ржаной,Продукты,2,2903.56,36
Q3Q6N6VL,Сковорода антипригарная 24см,Посуда,3,4792.12,0
Q3Q6N6VL,Пакеты для мусора 30л,Товары для дома,2,1170.12,0
Q3Q6N6VL,Набор кухонных полотенец,Текстиль,2,2998.82,54
Q3Q6N6VL,Швабра с насадкой,Товары для дома,1,676.67,0
Q3Q6N6VL,Яблоки свежие 1кг,Продукты,4,1130.52,39
GYR4C54R,Кружка керамическая 300мл,Посуда,2,4556.38,58
JNXL4Q25,Макароны из твёрдых сортов 400г,Продукты,4,3290.59,0
JNXL4Q25,Зубная паста 100мл,Косметика и гигиена,2,4773.66,0
60M4AJ5P,Лампочка светодиодная 9W,Товары для дома,4,769.33,79
60M4AJ5P,Полотенце вафельное,Текстиль,2,3875.85,40
60M4AJ5P,Средство для мытья посуды 500мл,Бытовая химия,4,4071.67,0
