doc_id,item,category,amount,price,discount
0YXDBIIZ,Макароны из твёрдых сортов 400г,Продукты,2,3445.95,53
0YXDBIIZ,Кастрюля нержавеющая сталь 4л,Посуда,1,1835.82,63
0YXDBIIZ,Мыло жидкое с дозатором,Косметика и гигиена,3,1095.83,63
0YXDBIIZ,Кастрюля нержавеющая сталь 4л,Посуда,1,3650.25,0
0YXDBIIZ,Стиральный порошок 3кг,Бытовая химия,2,4404.81,79
0YXDBIIZ,Тарелка глубокая 20см,Посуда,1,4609.47,53
0YXDBIIZ,Шампунь для волос 400мл,Косметика и гигиена,3,1811.34,0
0YXDBIIZ,Кастрюля нержавеющая сталь 4л,Посуда,1,164.3,71
HKHLH8L7,Швабра с насадкой,Товары для дома,4,379.67,66
RXPWZH1V,Зубная паста 100мл,Косметика и гигиена,3,2891.96,47
RXPWZH1V,Хлеб ржаной,Продукты,1,1496.68,63
RXPWZH1V,Скатерть льняная,Текстиль,3,1812.04,32
RXPWZH1V,Кастрюля нержавеющая сталь 4л,Посуда,1,2644.37,74
RXPWZH1V,Кондиционер для белья,Бытовая химия,2,811.02,48
RXPWZH1V,Отбеливатель 1л,Бытовая химия,4,3900.74,75
RXPWZH1V,Постельное бельё 1.5 спальное,Текстиль,2,4577.55,80
RXPWZH1V,Гель для душа 250мл,Косметика и гигиена,3,3123.59,37
L96L7H24,Хлеб ржаной,Продукты,2,2166.64,77
L96L7H24,Кастрюля нержавеющая сталь 4л,Посуда,2,1262.07,68
L96L7H24,Хлеб ржаной,Продукты,4,4497.1,51
L96L7H24,Чай чёрный листовой 100г,Продукты,1,1242.68,52
L96L7H24,Макароны из твёрдых сортов 400г,Продукты,2,4966.95,49
L96L7H24,Постельное бельё 1.5 спальное,Текстиль,1,1108.44,0
L96L7H24,Швабра с насадкой,Товары для дома,2,4423.0,38
L96L7H24,Яблоки свежие 1кг,Продукты,3,3214.3,60
HE7HLGJB,Гель для душа 250мл,Косметика и гигиена,3,2690.18,47
HE7HLGJB,Кружка керамическая 300мл,Посуда,2,1548.92,41
HE7HLGJB,Набор кухонных полотенец,Текстиль,4,3761.0,0
HE7HLGJB,Постельное бельё 1.5 спальное,Текстиль,3,3958.88,0
HE7HLGJB,Пакеты для мусора 30л,Товары для дома,3,2992.37,0
HE7HLGJB,Кружка керамическая 300мл,Посуда,3,3487.04,0
HE7HLGJB,Постельное бельё 1.5 спальное,Текстиль,3,254.43,70
