doc_id,item,category,amount,price,discount
BW9AU43Z,Макароны из твёрдых сортов 400г,Продукты,1,52.24,0
BW9AU43Z,Гель для душа 250мл,Косметика и гигиена,4,2456.71,0
SUUQ4358,Батарейки AAA 4шт,Товары для дома,1,2398.28,0
KO3DD2HD,Скатерть льняная,Текстиль,3,4861.78,0
J7EQN0TO,Чай чёрный листовой 100г,Продукты,1,4343.52,52
J7EQN0TO,Шампунь для волос 400мл,Косметика и гигиена,2,1100.39,47
J7EQN0TO,Хлеб ржаной,Продукты,3,236.19,61
J7EQN0TO,Дезодорант-стик,Косметика и гигиена,3,4852.52,50
J7EQN0TO,Средство для мытья посуды 500мл,Бытовая химия,2,2308.43,0
J7EQN0TO,Набор кухонных полотенец,Текстиль,2,921.82,64
70DOWPG2,Стиральный порошок 3кг,Бытовая химия,2,843.53,34
70DOWPG2,Молоко 3.2% 1л,Продукты,4,1308.9,75
KSJOJXLK,Ведро пластиковое 10л,Товары для дома,1,4490.38,0
KSJOJXLK,Яблоки свежие 1кг,Продукты,1,3664.8,0
KSJOJXLK,Кружка керамическая 300мл,Посуда,1,3225.53,0
KSJOJXLK,Столовый прибор (ложка+вилка),Посуда,2,2614.85,0
KSJOJXLK,Постельное бельё 1.5 спальное,Текстиль,2,265.77,0
KHL08DYB,Тарелка глубокая 20см,Посуда,3,142.43,51
KHL08DYB,Чистящее средство для кухни,Бытовая химия,2,4618.15,70
KHL08DYB,Зубная паста 100мл,Косметика и гигиена,2,2068.41,0
KHL08DYB,Средство для мытья посуды 500мл,Бытовая химия,2,4805.77,0
KHL08DYB,Кондиционер для белья,Бытовая химия,1,4859.47,64
KHL08DYB,Сковорода антипригарная 24см,Посуда,4,3914.89,0
KHL08DYB,Набор кухонных полотенец,Текстиль,1,3347.87,0
OJTLJX2Z,Набор кухонных полотенец,Текстиль,2,2104.91,56
D3I981IV,Сковорода антипригарная 24см,Посуда,2,3029.15,55
D3I981IV,Пакеты для мусора 30л,Товары для дома,1,3995.93,47
D3I981IV,Дезодорант-стик,Косметика и гигиена,4,73.35,77
D3I981IV,Кастрюля нержавеющая сталь 4л,Посуда,3,2171.04,57
DHKDINYR,Кружка керамическая 300мл,Посуда,2,392.67,46
DHKDINYR,Лампочка светодиодная 9W,Товары для дома,4,2369.14,75
DHKDINYR,Лампочка светодиодная 9W,Товары для дома,4,4429.27,0
DHKDINYR,Чистящее средство для кухни,Бытовая химия,2,977.96,41
DHKDINYR,Яблоки свежие 1кг,Продукты,1,2972.26,60
DHKDINYR,Столовый прибор (ложка+вилка),Посуда,4,3788.4,41
DHKDINYR,Лампочка светодиодная 9W,Товары для дома,4,1976.89,0
DHKDINYR,Тарелка глубокая 20см,Посуда,1,4647.53,0
HW5HTBTZ,Скатерть льняная,Текстиль,3,3759.55,79
HW5HTBTZ,Швабра с насадкой,Товары для дома,3,3486.65,0
HW5HTBTZ,Чай чёрный листовой 100г,Продукты,4,4462.65,35
HW5HTBTZ,Коврик для ванной,Текстиль,2,3680.45,0
HW5HTBTZ,Мыло жидкое с дозатором,Косметика и гигиена,2,3656.89,49
HW5HTBTZ,Шампунь для волос 400мл,Косметика и гигиена,1,3099.12,0
HW5HTBTZ,Чистящее средство для кухни,Бытовая химия,4,3768.92,53
HW5HTBTZ,Шампунь для волос 400мл,Косметика и гигиена,3,3336.11,0
YSFETX86,Средство для мытья посуды 500мл,Бытовая химия,3,1932.61,58
U9IMPX7J,Пакеты для мусора 30л,Товары для дома,2,4610.52,0
U9IMPX7J,Коврик для ванной,Текстиль,2,2310.37,37
U9IMPX7J,Сковорода антипригарная 24см,Посуда,2,3567.51,45
U9IMPX7J,Коврик для ванной,Текстиль,1,4621.46,0
U9IMPX7J,Шампунь для волос 400мл,Косметика и гигиена,2,896.1,0
U9IMPX7J,Стиральный порошок 3кг,Бытовая химия,3,190.28,0
U9IMPX7J,Гель для душа 250мл,Косметика и гигиена,2,1451.22,55
VELKW881,Макароны из твёрдых сортов 400г,Продукты,4,1789.64,71
VELKW881,Швабра с насадкой,Товары для дома,2,1532.27,0
VELKW881,Яблоки свежие 1кг,Продукты,2,3403.9,59
VELKW881,Гель для душа 250мл,Косметика и гигиена,3,395.72,32
CHG3VC4E,Кастрюля нержавеющая сталь 4л,Посуда,2,2674.0,53
CHG3VC4E,Ведро пластиковое 10л,Товары для дома,2,4430.82,51
CHG3VC4E,Полотенце вафельное,Текстиль,4,2745.51,42
CHG3VC4E,Дезодорант-стик,Косметика и гигиена,2,2295.63,0
CHG3VC4E,Хлеб ржаной,Продукты,4,569.88,31
CHG3VC4E,Гель для душа 250мл,Косметика и гигиена,2,3467.88,51
CHG3VC4E,Ведро пластиковое 10л,Товары для дома,1,3702.83,0
H3JULMAI,Яблоки свежие 1кг,Продукты,4,3948.73,0
H3JULMAI,Набор кухонных полотенец,Текстиль,1,3268.91,0
H3JULMAI,Коврик для ванной,Текстиль,2,2566.17,73
H3JULMAI,Тарелка глубокая 20см,Посуда,2,807.19,74
H3JULMAI,Ведро пластиковое 10л,Товары для дома,4,2946.25,36
DD5V1XZ4,Яблоки свежие 1кг,Продукты,1,1629.5,71
DD5V1XZ4,Лампочка светодиодная 9W,Товары для дома,1,2915.56,78
DD5V1XZ4,Набор кухонных полотенец,Текстиль,2,4878.53,0
8LB8TG6Z,Шампунь для волос 400мл,Косметика и гигиена,1,1985.05,59
8LB8TG6Z,Пакеты для мусора 30л,Товары для дома,2,4247.9,70
8LB8TG6Z,Батарейки AAA 4шт,Товары для дома,4,3913.64,80
8LB8TG6Z,Молоко 3.2% 1л,Продукты,3,4165.56,0
8LB8TG6Z,Кружка керамическая 300мл,Посуда,3,2263.98,54
SFK59KE9,Ведро пластиковое 10л,Товары для дома,3,1326.71,47
53UXUXY2,Хлеб ржаной,Продукты,3,1503.22,36
53UXUXY2,Молоко 3.2% 1л,Продукты,4,2185.28,0
53UXUXY2,Кастрюля нержавеющая сталь 4л,Посуда,2,201.29,33
FQWCKO3E,Кондиционер для белья,Бытовая химия,3,4658.0,50
FQWCKO3E,Отбеливатель 1л,Бытовая химия,4,1064.27,50
FQWCKO3E,Швабра с насадкой,Товары для дома,1,453.23,32
FQWCKO3E,Коврик для ванной,Текстиль,1,2073.78,0
FQWCKO3E,Набор кухонных полотенец,Текстиль,1,1182.43,68
FQWCKO3E,Пакеты для мусора 30л,Товары для дома,3,4912.94,0
FQWCKO3E,Стиральный порошок 3кг,Бытовая химия,4,4530.24,0
FQWCKO3E,Яблоки свежие 1кг,Продукты,2,633.94,0
VEMOA80U,Отбеливатель 1л,Бытовая химия,3,4779.7,57
VEMOA80U,Хлеб ржаной,Продукты,3,623.89,56
