doc_id,item,category,amount,price,discount
AUCYT3Z4,Постельное бельё 1.5 спальное,Текстиль,2,3890.29,0
CGMTI2RO,Постельное бельё 1.5 спальное,Текстиль,2,709.42,0
CGMTI2RO,Отбеливатель 1л,Бытовая химия,2,2430.69,43
CGMTI2RO,Швабра с насадкой,Товары для дома,4,3271.84,44
CGMTI2RO,Молоко 3.2% 1л,Продукты,1,2775.03,44
CGMTI2RO,Лампочка светодиодная 9W,Товары для дома,4,1218.34,40
CGMTI2RO,Отбеливатель 1л,Бытовая химия,3,2575.47,68
CGMTI2RO,Коврик для ванной,Текстиль,2,1596.81,71
5HOE4YA2,Хлеб ржаной,Продукты,1,4350.32,76
5HOE4YA2,Шампунь для волос 400мл,Косметика и гигиена,1,838.63,39
5HOE4YA2,Сковорода антипригарная 24см,Посуда,4,1800.69,78
92P5D0QF,Молоко 3.2% 1л,Продукты,3,1582.16,0
92P5D0QF,Шампунь для волос 400мл,Косметика и гигиена,3,928.89,71
92P5D0QF,Сковорода антипригарная 24см,Посуда,3,327.2,66
Y8FU80DV,Скатерть льняная,Текстиль,1,4186.88,73
20LYN8P0,Лампочка светодиодная 9W,Товары для дома,4,174.83,0
LUMQDE8K,Набор кухонных полотенец,Текстиль,4,1798.19,80
LUMQDE8K,Швабра с насадкой,Товары для дома,1,2958.51,68
LUMQDE8K,Средство для мытья посуды 500мл,Бытовая химия,2,609.09,73
LUMQDE8K,Кружка керамическая 300мл,Посуда,1,1821.11,0
LUMQDE8K,Сковорода антипригарная 24см,Посуда,3,1177.91,78
S8SKS93Y,Полотенце вафельное,Текстиль,1,2831.78,48
S8SKS93Y,Мыло жидкое с дозатором,Косметика и гигиена,3,4642.04,0
888YFB0W,Полотенце вафельное,Текстиль,4,776.59,0
VV3QFCQ7,Тарелка глубокая 20см,Посуда,2,516.11,51
VV3QFCQ7,Кружка керамическая 300мл,Посуда,2,2706.69,0
4P5HJPPX,Чай чёрный листовой 100г,Продукты,1,3261.4,0
4P5HJPPX,Молоко 3.2% 1л,Продукты,3,2173.71,60
4P5HJPPX,Хлеб ржаной,Продукты,1,3912.43,39
52SIKD07,Пакеты для мусора 30л,Товары для дома,2,3171.93,67
52SIKD07,Пакеты для мусора 30л,Товары для дома,1,1574.76,78
52SIKD07,Кружка керамическая 300мл,Посуда,3,3309.88,39
BMTYCRF9,Скатерть льняная,Текстиль,2,3444.55,75
BMTYCRF9,Полотенце вафельное,Текстиль,2,3929.41,62
BMTYCRF9,Набор кухонных полотенец,Текстиль,1,1731.18,58
YC0A0W5L,Кружка керамическая 300мл,Посуда,2,3646.2,0
YC0A0W5L,Постельное бельё 1.5 спальное,Текстиль,4,3046.64,63
YC0A0W5L,Кружка керамическая 300мл,Посуда,1,1323.94,71
YC0A0W5L,Дезодорант-стик,Косметика и гигиена,4,4303.24,0
YC0A0W5L,Полотенце вафельное,Текстиль,3,203.82,38
YC0A0W5L,Батарейки AAA 4шт,Товары для дома,3,4876.1,33
YC0A0W5L,Пакеты для мусора 30л,Товары для дома,1,4494.73,63
0GMPWN5F,Скатерть льняная,Текстиль,4,962.02,31
0GMPWN5F,Шампунь для волос 400мл,Косметика и гигиена,3,1829.75,0
0GMPWN5F,Пакеты для мусора 30л,Товары для дома,2,4175.8,0
0GMPWN5F,Чай чёрный листовой 100г,Продукты,1,2551.49,80
8ML7I1SG,Зубная паста 100мл,Косметика и гигиена,3,2492.68,0
8ML7I1SG,Батарейки AAA 4шт,Товары для дома,1,1976.13,0
8ML7I1SG,Тарелка глубокая 20см,Посуда,2,3300.4,37
UFVZDFN7,Лампочка светодиодная 9W,Товары для дома,3,4111.59,44
UFVZDFN7,Скатерть льняная,Текстиль,4,1660.61,0
UFVZDFN7,Кондиционер для белья,Бытовая химия,4,159.0,61
UFVZDFN7,Ведро пластиковое 10л,Товары для дома,3,2795.21,61
UFVZDFN7,Стиральный порошок 3кг,Бытовая химия,4,2425.46,0
UFVZDFN7,Тарелка глубокая 20см,Посуда,4,1526.84,76
UFVZDFN7,Коврик для ванной,Текстиль,3,2152.06,0
UFVZDFN7,Чай чёрный листовой 100г,Продукты,2,3817.7,32
OC3BVDZX,Стиральный порошок 3кг,Бытовая химия,1,167.61,35
OC3BVDZX,Набор кухонных полотенец,Текстиль,3,4898.85,45
