doc_id,item,category,amount,price,discount
P0C17AHE,Пакеты для мусора 30л,Товары для дома,3,1397.69,68
P0C17AHE,Скатерть льняная,Текстиль,3,4293.69,69
P8EQK7U0,Кастрюля нержавеющая сталь 4л,Посуда,2,4432.9,0
CIC34WMF,Мыло жидкое с дозатором,Косметика и гигиена,2,1106.85,0
CIC34WMF,Батарейки AAA 4шт,Товары для дома,4,370.08,0
CIC34WMF,Коврик для ванной,Текстиль,1,2508.93,65
CIC34WMF,Сковорода антипригарная 24см,Посуда,3,1254.66,0
JCRM5HR5,Набор кухонных полотенец,Текстиль,3,3736.25,35
5PBFBQLD,Батарейки AAA 4шт,Товары для дома,3,549.8,76
5PBFBQLD,Яблоки свежие 1кг,Продукты,2,2511.98,59
5PBFBQLD,Зубная паста 100мл,Косметика и гигиена,4,1448.38,0
5PBFBQLD,Постельное бельё 1.5 спальное,Текстиль,3,3092.73,0
5PBFBQLD,Гель для душа 250мл,Косметика и гигиена,1,3252.76,50
5PBFBQLD,Средство для мытья посуды 500мл,Бытовая химия,1,2826.41,58
2YH7ZMUW,Отбеливатель 1л,Бытовая химия,1,776.91,76
2YH7ZMUW,Лампочка светодиодная 9W,Товары для дома,1,2565.99,46
2YH7ZMUW,Коврик для ванной,Текстиль,1,4469.15,0
NTNDA9JG,Макароны из твёрдых сортов 400г,Продукты,3,1308.44,41
NTNDA9JG,Яблоки свежие 1кг,Продукты,3,1143.63,0
Y8PVMYZ8,Мыло жидкое с дозатором,Косметика и гигиена,3,1727.0,0
Y8PVMYZ8,Шампунь для волос 400мл,Косметика и гигиена,2,1777.2,59
Y8PVMYZ8,Столовый прибор (ложка+вилка),Посуда,4,4676.91,0
Y8PVMYZ8,Скатерть льняная,Текстиль,2,2829.06,40
Y8PVMYZ8,Набор кухонных полотенец,Текстиль,1,2653.71,61
Y8PVMYZ8,Скатерть льняная,Текстиль,3,4386.59,33
QT1OZ8GD,Кружка керамическая 300мл,Посуда,4,1217.87,0
QT1OZ8GD,Хлеб ржаной,Продукты,4,3681.42,0
QT1OZ8GD,Швабра с насадкой,Товары для дома,1,2581.34,40
QT1OZ8GD,Скатерть льняная,Текстиль,1,4669.94,39
QT1OZ8GD,Коврик для ванной,Текстиль,4,2345.53,50
QT1OZ8GD,Чистящее средство для кухни,Бытовая химия,3,4437.6,0
GN0G2QB2,Столовый прибор (ложка+вилка),Посуда,1,3706.59,65
GN0G2QB2,Кружка керамическая 300мл,Посуда,1,2997.19,0
V9A7UH5Z,Постельное бельё 1.5 спальное,Текстиль,2,3112.98,54
V9A7UH5Z,Кружка керамическая 300мл,Посуда,2,1654.84,42
LO0OH56C,Кастрюля нержавеющая сталь 4л,Посуда,3,2308.02,0
LO0OH56C,Кондиционер для белья,Бытовая химия,4,1579.88,80
QB6IBY1N,Ведро пластиковое 10л,Товары для дома,2,213.26,51
6WVFNPOE,Коврик для ванной,Текстиль,2,4974.87,47
6WVFNPOE,Столовый прибор (ложка+вилка),Посуда,4,1571.25,0
YO5BP1FM,Кастрюля нержавеющая сталь 4л,Посуда,2,211.94,58
YO5BP1FM,Столовый прибор (ложка+вилка),Посуда,3,3242.46,60
YO5BP1FM,Скатерть льняная,Текстиль,4,2399.64,58
YO5BP1FM,Хлеб ржаной,Продукты,1,1411.11,0
YO5BP1FM,Кастрюля нержавеющая сталь 4л,Посуда,1,3728.94,0
AOZ5AN15,Молоко 3.2% 1л,Продукты,1,1003.18,68
AOZ5AN15,Набор кухонных полотенец,Текстиль,3,360.17,50
AOZ5AN15,Набор кухонных полотенец,Текстиль,1,1331.53,58
AOZ5AN15,Зубная паста 100мл,Косметика и гигиена,2,3872.16,0
GDHMCBLZ,Молоко 3.2% 1л,Продукты,4,1865.03,0
GDHMCBLZ,Пакеты для мусора 30л,Товары для дома,2,2047.47,31
GDHMCBLZ,Стиральный порошок 3кг,Бытовая химия,3,515.03,0
GDHMCBLZ,Кондиционер для белья,Бытовая химия,3,4565.86,79
UFO30Q2Y,Батарейки AAA 4шт,Товары для дома,3,834.3,72
UFO30Q2Y,Полотенце вафельное,Текстиль,3,3258.66,61
UFO30Q2Y,Кружка керамическая 300мл,Посуда,3,4266.85,47
UFO30Q2Y,Кастрюля нержавеющая сталь 4л,Посуда,1,2375.27,0
UFO30Q2Y,Чистящее средство для кухни,Бытовая химия,4,2751.89,0
