doc_id,item,category,amount,price,discount
KGUKZCPL,Швабра с насадкой,Товары для дома,1,535.62,0
KGUKZCPL,Гель для душа 250мл,Косметика и гигиена,3,4906.89,32
KGUKZCPL,Ведро пластиковое 10л,Товары для дома,2,3452.96,35
KGUKZCPL,Сковорода антипригарная 24см,Посуда,1,247.35,0
KGUKZCPL,Макароны из твёрдых сортов 400г,Продукты,1,1599.31,73
KGUKZCPL,Пакеты для мусора 30л,Товары для дома,1,3380.46,77
KGUKZCPL,Стиральный порошок 3кг,Бытовая химия,2,3737.25,0
KGUKZCPL,Отбеливатель 1л,Бытовая химия,1,616.39,0
LJVBGNGH,Средство для мытья посуды 500мл,Бытовая химия,2,540.79,71
LJVBGNGH,Коврик для ванной,Текстиль,1,3183.5,65
LJVBGNGH,Гель для душа 250мл,Косметика и гигиена,1,2731.87,0
LJVBGNGH,Стиральный порошок 3кг,Бытовая химия,1,4877.87,53
LJVBGNGH,Гель для душа 250мл,Косметика и гигиена,3,3071.69,43
LJVBGNGH,Кастрюля нержавеющая сталь 4л,Посуда,4,1156.18,0
Y3JUOZ3S,Мыло жидкое с дозатором,Косметика и гигиена,2,4269.09,41
Y3JUOZ3S,Ведро пластиковое 10л,Товары для дома,4,1061.44,34
Y3JUOZ3S,Кастрюля нержавеющая сталь 4л,Посуда,4,1247.16,49
Y3JUOZ3S,Кондиционер для белья,Бытовая химия,4,327.8,0
Y3JUOZ3S,Набор кухонных полотенец,Текстиль,4,805.54,42
Y3JUOZ3S,Зубная паста 100мл,Косметика и гигиена,3,4752.5,0
G7DRGPRV,Кондиционер для белья,Бытовая химия,4,2844.9,59
G7DRGPRV,Батарейки AAA 4шт,Товары для дома,1,2373.61,51
G7DRGPRV,Средство для мытья посуды 500мл,Бытовая химия,2,4878.68,0
G7DRGPRV,Сковорода антипригарная 24см,Посуда,3,2207.67,66
G7DRGPRV,Мыло жидкое с дозатором,Косметика и гигиена,3,629.77,0
G7DRGPRV,Макароны из твёрдых сортов 400г,Продукты,3,838.19,40
G7DRGPRV,Постельное бельё 1.5 спальное,Текстиль,3,1984.06,0
G7DRGPRV,Шампунь для волос 400мл,Косметика и гигиена,4,1205.9,76
AZ20BYX9,Дезодорант-стик,Косметика и гигиена,4,4250.2,0
AZ20BYX9,Отбеливатель 1л,Бытовая химия,2,2274.18,50
60WOR6UC,Скатерть льняная,Текстиль,4,1787.43,35
60WOR6UC,Макароны из твёрдых сортов 400г,Продукты,1,3348.35,43
60WOR6UC,Батарейки AAA 4шт,Товары для дома,4,1462.06,0
60WOR6UC,Хлеб ржаной,Продукты,2,3994.19,0
60WOR6UC,Отбеливатель 1л,Бытовая химия,4,1274.81,0
JU35OMUZ,Ведро пластиковое 10л,Товары для дома,3,4877.57,65
JU35OMUZ,Лампочка светодиодная 9W,Товары для дома,1,4802.67,46
JU35OMUZ,Средство для мытья посуды 500мл,Бытовая химия,4,2472.86,0
JU35OMUZ,Макароны из твёрдых сортов 400г,Продукты,1,4985.53,0
JU35OMUZ,Средство для мытья посуды 500мл,Бытовая химия,4,4225.05,0
JU35OMUZ,Дезодорант-стик,Косметика и гигиена,2,4609.79,54
FZWZIHWV,Стиральный порошок 3кг,Бытовая химия,3,4049.02,50
FZWZIHWV,Набор кухонных полотенец,Текстиль,2,4433.58,0
FZWZIHWV,Молоко 3.2% 1л,Продукты,2,132.45,0
FZWZIHWV,Тарелка глубокая 20см,Посуда,4,2912.32,0
FZWZIHWV,Сковорода антипригарная 24см,Посуда,3,1882.14,42
JN9X4QKQ,Коврик для ванной,Текстиль,4,1507.53,0
JN9X4QKQ,Тарелка глубокая 20см,Посуда,1,3446.82,47
JN9X4QKQ,Пакеты для мусора 30л,Товары для дома,2,470.72,79
QVVLZ0D0,Набор кухонных полотенец,Текстиль,4,4562.12,0
QVVLZ0D0,Батарейки AAA 4шт,Товары для дома,3,1673.29,80
QVVLZ0D0,Батарейки AAA 4шт,Товары для дома,3,2558.91,31
QVVLZ0D0,Молоко 3.2% 1л,Продукты,3,1003.17,42
QVVLZ0D0,Тарелка глубокая 20см,Посуда,2,2327.99,0
QVVLZ0D0,Тарелка глубокая 20см,Посуда,4,1658.31,53
QVVLZ0D0,Постельное бельё 1.5 спальное,Текстиль,2,534.39,56
QVVLZ0D0,Мыло жидкое с дозатором,Косметика и гигиена,2,434.79,57
4WGUI3AS,Тарелка глубокая 20см,Посуда,4,4528.43,72
4WGUI3AS,Лампочка светодиодная 9W,Товары для дома,4,798.46,0
4WGUI3AS,Кружка керамическая 300мл,Посуда,1,1715.3,59
4WGUI3AS,Чистящее средство для кухни,Бытовая химия,2,72.25,52
4WGUI3AS,Швабра с насадкой,Товары для дома,3,3774.01,52
4WGUI3AS,Макароны из твёрдых сортов 400г,Продукты,4,2448.19,0
4WGUI3AS,Полотенце вафельное,Текстиль,2,3716.16,74
4WGUI3AS,Средство для мытья посуды 500мл,Бытовая химия,2,3597.54,0
4ZRDIWZ6,Лампочка светодиодная 9W,Товары для дома,2,4545.92,0
4ZRDIWZ6,Сковорода антипригарная 24см,Посуда,2,2773.25,72
4ZRDIWZ6,Зубная паста 100мл,Косметика и гигиена,3,3299.86,38
4ZRDIWZ6,Чистящее средство для кухни,Бытовая химия,2,474.59,0
4ZRDIWZ6,Лампочка светодиодная 9W,Товары для дома,3,2108.79,39
4ZRDIWZ6,Столовый прибор (ложка+вилка),Посуда,1,681.09,75
4ZRDIWZ6,Столовый прибор (ложка+вилка),Посуда,1,750.41,0
BNG0LD8B,Стиральный порошок 3кг,Бытовая химия,2,4625.91,32
BNG0LD8B,Скатерть льняная,Текстиль,4,1471.39,0
BNG0LD8B,Стиральный порошок 3кг,Бытовая химия,2,1423.72,47
BNG0LD8B,Ведро пластиковое 10л,Товары для дома,2,544.34,0
BNG0LD8B,Столовый прибор (ложка+вилка),Посуда,4,1629.71,54
BNG0LD8B,Мыло жидкое с дозатором,Косметика и гигиена,2,444.46,0
BNG0LD8B,Лампочка светодиодная 9W,Товары для дома,1,1843.11,63
WK6OALES,Гель для душа 250мл,Косметика и гигиена,3,4228.47,36
WK6OALES,Зубная паста 100мл,Косметика и гигиена,2,803.38,61
WK6OALES,Швабра с насадкой,Товары для дома,4,1224.63,35
WK6OALES,Сковорода антипригарная 24см,Посуда,1,2844.17,55
WK6OALES,Дезодорант-стик,Косметика и гигиена,2,4069.32,71
WK6OALES,Скатерть льняная,Текстиль,4,3572.61,0
WK6OALES,Полотенце вафельное,Текстиль,4,422.36,36
WK6OALES,Чай чёрный листовой 100г,Продукты,1,674.82,0
G19JP5JS,Гель для душа 250мл,Косметика и гигиена,4,2625.93,0
UCFN4J0V,Батарейки AAA 4шт,Товары для дома,3,4726.28,65
UCFN4J0V,Столовый прибор (ложка+вилка),Посуда,4,2440.26,0
