doc_id,item,category,amount,price,discount
C6ARNZNU,Швабра с насадкой,Товары для дома,2,3445.43,0
C6ARNZNU,Постельное бельё 1.5 спальное,Текстиль,4,124.66,45
G00UVWH7,Шампунь для волос 400мл,Косметика и гигиена,2,4251.35,62
G00UVWH7,Отбеливатель 1л,Бытовая химия,4,3793.71,0
G00UVWH7,Кастрюля нержавеющая сталь 4л,Посуда,1,784.06,32
G00UVWH7,Лампочка светодиодная 9W,Товары для дома,3,818.63,73
G00UVWH7,Ведро пластиковое 10л,Товары для дома,3,436.11,41
HEOVC1D2,Яблоки свежие 1кг,Продукты,3,2053.93,0
HEOVC1D2,Сковорода антипригарная 24см,Посуда,2,2014.07,0
HEOVC1D2,Постельное бельё 1.5 спальное,Текстиль,2,4660.39,39
HEOVC1D2,Стиральный порошок 3кг,Бытовая химия,3,1352.75,0
HEOVC1D2,Стиральный порошок 3кг,Бытовая химия,1,496.51,0
HEOVC1D2,Постельное бельё 1.5 спальное,Текстиль,1,1226.09,69
HEOVC1D2,Полотенце вафельное,Текстиль,4,3041.17,45
6C5BS8FG,Набор кухонных полотенец,Текстиль,3,4248.22,0
6C5BS8FG,Швабра с насадкой,Товары для дома,3,1361.6,57
LIWUQ8DG,Пакеты для мусора 30л,Товары для дома,2,1586.24,32
LIWUQ8DG,Столовый прибор (ложка+вилка),Посуда,1,398.32,71
LIWUQ8DG,Кондиционер для белья,Бытовая химия,2,793.43,0
LIWUQ8DG,Яблоки свежие 1кг,Продукты,4,1943.75,74
LIWUQ8DG,Мыло жидкое с дозатором,Косметика и гигиена,1,2224.33,68
LIWUQ8DG,Шампунь для волос 400мл,Косметика и гигиена,2,1632.53,0
LIWUQ8DG,Ведро пластиковое 10л,Товары для дома,2,419.36,0
W40Y4ZE8,Отбеливатель 1л,Бытовая химия,2,4216.43,47
MXQPYYHJ,Отбеливатель 1л,Бытовая химия,2,3800.59,64
MXQPYYHJ,Кондиционер для белья,Бытовая химия,3,1910.68,71
MXQPYYHJ,Швабра с насадкой,Товары для дома,2,1260.59,67
MXQPYYHJ,Мыло жидкое с дозатором,Косметика и гигиена,1,1317.38,0
MXQPYYHJ,Коврик для ванной,Текстиль,4,3780.02,0
I54NP2FF,Шампунь для волос 400мл,Косметика и гигиена,2,2543.54,0
I54NP2FF,Мыло жидкое с дозатором,Косметика и гигиена,3,1828.42,40
I54NP2FF,Постельное бельё 1.5 спальное,Текстиль,2,1666.73,64
I54NP2FF,Столовый прибор (ложка+вилка),Посуда,4,3506.76,0
I54NP2FF,Молоко 3.2% 1л,Продукты,1,3972.01,0
I54NP2FF,Стиральный порошок 3кг,Бытовая химия,1,934.43,38
I54NP2FF,Лампочка светодиодная 9W,Товары для дома,2,1219.43,78
I54NP2FF,Мыло жидкое с дозатором,Косметика и гигиена,3,583.29,0
XNY4HBXI,Кондиционер для белья,Бытовая химия,3,4039.65,0
23QUDLUQ,Пакеты для мусора 30л,Товары для дома,3,97.92,0
TOKZ5QUW,Кондиционер для белья,Бытовая химия,3,3206.62,76
HN3OFZGA,Хлеб ржаной,Продукты,3,4922.98,0
HN3OFZGA,Шампунь для волос 400мл,Косметика и гигиена,2,1833.49,55
HN3OFZGA,Шампунь для волос 400мл,Косметика и гигиена,4,422.53,57
R38G6W6Z,Батарейки AAA 4шт,Товары для дома,3,685.84,53
R38G6W6Z,Коврик для ванной,Текстиль,3,880.18,0
R38G6W6Z,Хлеб ржаной,Продукты,4,107.14,79
R38G6W6Z,Чай чёрный листовой 100г,Продукты,1,2349.48,36
R38G6W6Z,Чай чёрный листовой 100г,Продукты,3,110.44,43
R38G6W6Z,Средство для мытья посуды 500мл,Бытовая химия,4,3682.33,0
R38G6W6Z,Чистящее средство для кухни,Бытовая химия,4,4224.63,0
R38G6W6Z,Хлеб ржаной,Продукты,3,1545.55,42
HA5KWYLK,Коврик для ванной,Текстиль,1,606.66,40
HA5KWYLK,Столовый прибор (ложка+вилка),Посуда,1,2056.24,0
HA5KWYLK,Набор кухонных полотенец,Текстиль,2,560.11,32
HA5KWYLK,Кружка керамическая 300мл,Посуда,4,1608.92,34
HA5KWYLK,Кружка керамическая 300мл,Посуда,1,3686.95,0
HA5KWYLK,Молоко 3.2% 1л,Продукты,4,1652.71,49
HA5KWYLK,Шампунь для волос 400мл,Косметика и гигиена,1,714.99,41
EW8DT1UE,Коврик для ванной,Текстиль,3,4756.04,54
EW8DT1UE,Ведро пластиковое 10л,Товары для дома,1,4877.75,0
EW8DT1UE,Шампунь для волос 400мл,Косметика и гигиена,1,2856.61,31
EW8DT1UE,Чай чёрный листовой 100г,Продукты,1,2262.57,37
EW8DT1UE,Молоко 3.2% 1л,Продукты,2,3357.65,0
IBHUIRBY,Чай чёрный листовой 100г,Продукты,1,4229.84,80
IBHUIRBY,Средство для мытья посуды 500мл,Бытовая химия,4,2067.43,64
IBHUIRBY,Швабра с насадкой,Товары для дома,2,3822.54,0
L9TR7NF1,Сковорода антипригарная 24см,Посуда,1,3062.62,42
L9TR7NF1,Отбеливатель 1л,Бытовая химия,2,1135.1,0
L9TR7NF1,Тарелка глубокая 20см,Посуда,2,2888.69,47
L9TR7NF1,Пакеты для мусора 30л,Товары для дома,1,2938.46,0
L9TR7NF1,Столовый прибор (ложка+вилка),Посуда,1,4516.89,0
DLJPVFT2,Гель для душа 250мл,Косметика и гигиена,1,315.72,0
DLJPVFT2,Мыло жидкое с дозатором,Косметика и гигиена,1,1755.76,77
DLJPVFT2,Кружка керамическая 300мл,Посуда,3,3965.88,0
DLJPVFT2,Коврик для ванной,Текстиль,2,601.95,66
DLJPVFT2,Лампочка светодиодная 9W,Товары для дома,2,3816.85,0
DLJPVFT2,Зубная паста 100мл,Косметика и гигиена,2,757.99,72
KRV22UJG,Лампочка светодиодная 9W,Товары для дома,4,1589.74,0
KRV22UJG,Тарелка глубокая 20см,Посуда,3,1773.07,0
KRV22UJG,Полотенце вафельное,Текстиль,2,3380.78,72
KRV22UJG,Лампочка светодиодная 9W,Товары для дома,3,4343.6,0
KRV22UJG,Набор кухонных полотенец,Текстиль,2,3466.78,0
KRV22UJG,Сковорода антипригарная 24см,Посуда,2,3968.05,0
KRV22UJG,Дезодорант-стик,Косметика и гигиена,2,1573.51,53
MSRP1RF1,Кастрюля нержавеющая сталь 4л,Посуда,4,1747.89,0
MSRP1RF1,Гель для душа 250мл,Косметика и гигиена,3,4806.23,0
MSRP1RF1,Лампочка светодиодная 9W,Товары для дома,2,2749.4,0
MSRP1RF1,Кружка керамическая 300мл,Посуда,3,1658.05,51
MSRP1RF1,Гель для душа 250мл,Косметика и гигиена,4,1685.93,76
MSRP1RF1,Шампунь для волос 400мл,Косметика и гигиена,3,3444.96,65
MSRP1RF1,Дезодорант-стик,Косметика и гигиена,3,4967.04,75
K6KNQU91,Хлеб ржаной,Продукты,2,2718.73,39
K6KNQU91,Чистящее средство для кухни,Бытовая химия,4,1207.12,0
K6KNQU91,Молоко 3.2% 1л,Продукты,3,2596.78,0
K6KNQU91,Отбеливатель 1л,Бытовая химия,3,376.31,0
77V2SGOG,Кондиционер для белья,Бытовая химия,1,2199.42,0
77V2SGOG,Отбеливатель 1л,Бытовая химия,4,3396.57,43
77V2SGOG,Мыло жидкое с дозатором,Косметика и гигиена,4,3256.13,71
77V2SGOG,Швабра с насадкой,Товары для дома,1,657.47,0
77V2SGOG,Набор кухонных полотенец,Текстиль,2,83.6,0
77V2SGOG,Гель для душа 250мл,Косметика и гигиена,4,3136.7,47
77V2SGOG,Молоко 3.2% 1л,Продукты,1,3251.0,0
77V2SGOG,Стиральный порошок 3кг,Бытовая химия,3,4458.27,0
XRNZJ6XD,Столовый прибор (ложка+вилка),Посуда,4,952.33,0
XRNZJ6XD,Хлеб ржаной,Продукты,2,937.08,35
