doc_id,item,category,amount,price,discount
NYHVIB9E,Полотенце вафельное,Текстиль,1,4049.7,58
NYHVIB9E,Полотенце вафельное,Текстиль,4,525.81,0
BUY3GJNF,Отбеливатель 1л,Бытовая химия,3,2957.54,0
BUY3GJNF,Тарелка глубокая 20см,Посуда,2,3011.16,60
BUY3GJNF,Хлеб ржаной,Продукты,4,4773.9,0
BUY3GJNF,Яблоки свежие 1кг,Продукты,3,3443.78,79
BUY3GJNF,Швабра с насадкой,Товары для дома,4,2516.14,64
BUY3GJNF,Стиральный порошок 3кг,Бытовая химия,4,4251.2,0
BUY3GJNF,Тарелка глубокая 20см,Посуда,2,3471.37,0
9FDZVBDM,Отбеливатель 1л,Бытовая химия,4,3325.92,53
9FDZVBDM,Кружка керамическая 300мл,Посуда,3,1343.48,0
9FDZVBDM,Кастрюля нержавеющая сталь 4л,Посуда,3,1505.09,0
9FDZVBDM,Пакеты для мусора 30л,Товары для дома,3,194.28,0
9FDZVBDM,Сковорода антипригарная 24см,Посуда,3,3281.24,67
9FDZVBDM,Кастрюля нержавеющая сталь 4л,Посуда,4,1169.45,50
9FDZVBDM,Дезодорант-стик,Косметика и гигиена,1,2538.74,68
9FDZVBDM,Сковорода антипригарная 24см,Посуда,2,2523.42,38
RZ8H77UX,Кружка керамическая 300мл,Посуда,3,3121.86,54
RZ8H77UX,Столовый прибор (ложка+вилка),Посуда,2,4536.43,38
U8BK8G4O,Кондиционер для белья,Бытовая химия,2,2469.39,73
U8BK8G4O,Батарейки AAA 4шт,Товары для дома,3,3230.98,56
U8BK8G4O,Шампунь для волос 400мл,Косметика и гигиена,4,3535.44,48
U8BK8G4O,Макароны из твёрдых сортов 400г,Продукты,1,993.95,58
9D81OC2X,Мыло жидкое с дозатором,Косметика и гигиена,3,424.0,34
ML4WTRM6,Полотенце вафельное,Текстиль,1,3425.66,0
ML4WTRM6,Макароны из твёрдых сортов 400г,Продукты,3,4258.12,35
ML4WTRM6,Дезодорант-стик,Косметика и гигиена,4,1117.12,45
ML4WTRM6,Столовый прибор (ложка+вилка),Посуда,4,2671.44,0
ML4WTRM6,Молоко 3.2% 1л,Продукты,2,2161.96,35
ML4WTRM6,Гель для душа 250мл,Косметика и гигиена,2,661.0,63
ML4WTRM6,Ведро пластиковое 10л,Товары для дома,3,3236.85,54
1IRAWVV5,Средство для мытья посуды 500мл,Бытовая химия,1,2611.79,0
1IRAWVV5,Столовый прибор (ложка+вилка),Посуда,3,2955.21,0
1IRAWVV5,Мыло жидкое с дозатором,Косметика и гигиена,1,306.59,45
1IRAWVV5,Скатерть льняная,Текстиль,4,2344.73,0
1IRAWVV5,Столовый прибор (ложка+вилка),Посуда,1,2041.4,41
1IRAWVV5,Молоко 3.2% 1л,Продукты,2,4240.0,33
1IRAWVV5,Отбеливатель 1л,Бытовая химия,1,3343.62,68
1IRAWVV5,Шампунь для волос 400мл,Косметика и гигиена,4,3676.33,0
6DP559WX,Коврик для ванной,Текстиль,3,3776.59,0
6DP559WX,Зубная паста 100мл,Косметика и гигиена,2,4845.91,70
TO7HGGLR,Кружка керамическая 300мл,Посуда,2,4842.53,0
TO7HGGLR,Кружка керамическая 300мл,Посуда,2,2519.88,51
TO7HGGLR,Кастрюля нержавеющая сталь 4л,Посуда,1,2465.94,51
TO7HGGLR,Яблоки свежие 1кг,Продукты,2,2665.12,47
5KZSJ11D,Стиральный порошок 3кг,Бытовая химия,4,804.21,0
5KZSJ11D,Средство для мытья посуды 500мл,Бытовая химия,3,2994.59,77
5KZSJ11D,Молоко 3.2% 1л,Продукты,3,670.12,45
5KZSJ11D,Пакеты для мусора 30л,Товары для дома,1,702.54,77
6U6B1PN8,Кастрюля нержавеющая сталь 4л,Посуда,4,3438.1,0
6U6B1PN8,Швабра с насадкой,Товары для дома,4,429.22,0
6U6B1PN8,Дезодорант-стик,Косметика и гигиена,4,177.97,44
6U6B1PN8,Кружка керамическая 300мл,Посуда,4,4823.75,45
C55ETT7S,Набор кухонных полотенец,Текстиль,1,1743.33,45
C55ETT7S,Мыло жидкое с дозатором,Косметика и гигиена,4,364.18,0
C55ETT7S,Скатерть льняная,Текстиль,2,4990.69,72
T2FFLMUU,Стиральный порошок 3кг,Бытовая химия,2,431.87,0
T2FFLMUU,Пакеты для мусора 30л,Товары для дома,1,3334.1,0
T2FFLMUU,Швабра с насадкой,Товары для дома,2,4448.83,77
T2FFLMUU,Кондиционер для белья,Бытовая химия,3,4131.95,77
T2FFLMUU,Чистящее средство для кухни,Бытовая химия,4,506.98,43
XJ6BNI7F,Макароны из твёрдых сортов 400г,Продукты,3,763.98,32
XJ6BNI7F,Средство для мытья посуды 500мл,Бытовая химия,2,4029.56,0
XJ6BNI7F,Макароны из твёрдых сортов 400г,Продукты,1,199.28,67
9R2YVRY8,Хлеб ржаной,Продукты,1,133.53,0
9R2YVRY8,Гель для душа 250мл,Косметика и гигиена,4,1481.9,50
9R2YVRY8,Чистящее средство для кухни,Бытовая химия,4,2303.0,0
OS1AKTRV,Отбеливатель 1л,Бытовая химия,3,169.66,45
OS1AKTRV,Столовый прибор (ложка+вилка),Посуда,4,2959.7,46
OS1AKTRV,Хлеб ржаной,Продукты,2,4508.5,0
08JXGBY2,Хлеб ржаной,Продукты,3,4824.55,77
08JXGBY2,Тарелка глубокая 20см,Посуда,1,1141.32,42
08JXGBY2,Отбеливатель 1л,Бытовая химия,2,1661.69,0
08JXGBY2,Набор кухонных полотенец,Текстиль,3,707.11,0
08JXGBY2,Полотенце вафельное,Текстиль,1,3260.58,43
08JXGBY2,Хлеб ржаной,Продукты,2,4006.58,52
08JXGBY2,Батарейки AAA 4шт,Товары для дома,2,2292.91,0
08JXGBY2,Хлеб ржаной,Продукты,1,4350.84,0
AQ8KEDR5,Тарелка глубокая 20см,Посуда,4,1276.52,52
AQ8KEDR5,Скатерть льняная,Текстиль,3,3717.21,42
AQ8KEDR5,Яблоки свежие 1кг,Продукты,2,4392.87,61
AQ8KEDR5,Постельное бельё 1.5 спальное,Текстиль,4,1420.61,57
AQ8KEDR5,Сковорода антипригарная 24см,Посуда,2,829.74,37
AQ8KEDR5,Кружка керамическая 300мл,Посуда,1,1051.54,42
AQ8KEDR5,Чай чёрный листовой 100г,Продукты,2,3399.84,37
AQ8KEDR5,Кондиционер для белья,Бытовая химия,2,3694.14,53
M2XO7OUR,Батарейки AAA 4шт,Товары для дома,2,1919.48,0
M2XO7OUR,Молоко 3.2% 1л,Продукты,4,262.78,0
M2XO7OUR,Сковорода антипригарная 24см,Посуда,3,1672.46,0
M2XO7OUR,Столовый прибор (ложка+вилка),Посуда,4,421.12,34
BK8WO7SU,Кондиционер для белья,Бытовая химия,3,1926.84,0
BK8WO7SU,Стиральный порошок 3кг,Бытовая химия,1,3212.52,52
BK8WO7SU,Батарейки AAA 4шт,Товары для дома,3,2293.26,80
BK8WO7SU,Коврик для ванной,Текстиль,1,4693.59,79
BK8WO7SU,Чай чёрный листовой 100г,Продукты,3,4998.39,58
BK8WO7SU,Макароны из твёрдых сортов 400г,Продукты,1,3905.55,0
BK8WO7SU,Макароны из твёрдых сортов 400г,Продукты,3,3375.31,60
BK8WO7SU,Шампунь для волос 400мл,Косметика и гигиена,4,586.56,0
6MIWMKN5,Зубная паста 100мл,Косметика и гигиена,3,426.42,54
6MIWMKN5,Зубная паста 100мл,Косметика и гигиена,2,3054.32,0
6MIWMKN5,Мыло жидкое с дозатором,Косметика и гигиена,1,125.13,79
MHK4HUGO,Хлеб ржаной,Продукты,3,184.81,48
MHK4HUGO,Яблоки свежие 1кг,Продукты,1,2654.68,80
MHK4HUGO,Тарелка глубокая 20см,Посуда,3,3425.76,0
HB6E6Z1F,Шампунь для волос 400мл,Косметика и гигиена,1,2690.66,0
HB6E6Z1F,Чистящее средство для кухни,Бытовая химия,3,4522.35,39
HB6E6Z1F,Кондиционер для белья,Бытовая химия,2,4833.09,0
8U41PH6Y,Чай чёрный листовой 100г,Продукты,4,3233.45,0
8U41PH6Y,Столовый прибор (ложка+вилка),Посуда,2,539.07,50
8U41PH6Y,Зубная паста 100мл,Косметика и гигиена,2,767.47,0
8U41PH6Y,Мыло жидкое с дозатором,Косметика и гигиена,1,2626.76,80
8U41PH6Y,Яблоки свежие 1кг,Продукты,2,702.2,0
8U41PH6Y,Скатерть льняная,Текстиль,4,61.35,32
8U41PH6Y,Хлеб ржаной,Продукты,1,3281.41,74
JNHXE0WH,Швабра с насадкой,Товары для дома,4,3551.59,0
JNHXE0WH,Чай чёрный листовой 100г,Продукты,3,3002.82,50
