doc_id,item,category,amount,price,discount
PURIUPCK,Шампунь для волос 400мл,Косметика и гигиена,4,4084.71,38
PURIUPCK,Столовый прибор (ложка+вилка),Посуда,4,2342.78,46
PURIUPCK,Швабра с насадкой,Товары для дома,1,2653.37,0
696NXG3Z,Лампочка светодиодная 9W,Товары для дома,4,131.56,52
696NXG3Z,Швабра с насадкой,Товары для дома,3,1680.75,47
696NXG3Z,Шампунь для волос 400мл,Косметика и гигиена,4,4952.13,0
696NXG3Z,Набор кухонных полотенец,Текстиль,2,2119.16,45
696NXG3Z,Яблоки свежие 1кг,Продукты,1,3495.53,64
696NXG3Z,Полотенце вафельное,Текстиль,3,4750.51,65
696NXG3Z,Гель для душа 250мл,Косметика и гигиена,3,4047.89,42
AROULJM6,Сковорода антипригарная 24см,Посуда,1,3348.02,0
AROULJM6,Коврик для ванной,Текстиль,4,1335.44,61
AROULJM6,Яблоки свежие 1кг,Продукты,2,4006.27,54
AROULJM6,Чай чёрный листовой 100г,Продукты,2,2677.97,0
DS1AOBWQ,Чистящее средство для кухни,Бытовая химия,1,4694.22,0
DS1AOBWQ,Коврик для ванной,Текстиль,1,547.93,44
DS1AOBWQ,Столовый прибор (ложка+вилка),Посуда,2,2614.49,0
DS1AOBWQ,Отбеливатель 1л,Бытовая химия,2,4821.39,0
DS1AOBWQ,Полотенце вафельное,Текстиль,2,2019.96,32
DS1AOBWQ,Макароны из твёрдых сортов 400г,Продукты,3,4000.38,0
UEV1SBX7,Яблоки свежие 1кг,Продукты,1,4682.19,0
UEV1SBX7,Сковорода антипригарная 24см,Посуда,3,1763.03,58
UEV1SBX7,Средство для мытья посуды 500мл,Бытовая химия,2,3215.22,54
UEV1SBX7,Ведро пластиковое 10л,Товары для дома,2,1142.42,0
CYWG66OB,Макароны из твёрдых сортов 400г,Продукты,3,94.57,0
CYWG66OB,Чистящее средство для кухни,Бытовая химия,3,195.22,46
CYWG66OB,Лампочка светодиодная 9W,Товары для дома,3,1489.35,46
CYWG66OB,Чай чёрный листовой 100г,Продукты,1,1156.73,0
CYWG66OB,Дезодорант-стик,Косметика и гигиена,3,2000.42,0
GZM6VSHO,Мыло жидкое с дозатором,Косметика и гигиена,1,4005.39,67
GZM6VSHO,Кондиционер для белья,Бытовая химия,1,98.49,57
GZM6VSHO,Гель для душа 250мл,Косметика и гигиена,2,798.96,0
GZM6VSHO,Швабра с насадкой,Товары для дома,4,1328.8,67
GZM6VSHO,Гель для душа 250мл,Косметика и гигиена,3,4771.28,33
GZM6VSHO,Кондиционер для белья,Бытовая химия,4,2973.46,77
58NY68HJ,Сковорода антипригарная 24см,Посуда,3,2859.02,65
T4XSMF1T,Кружка керамическая 300мл,Посуда,1,1963.46,0
PYSLW9NN,Зубная паста 100мл,Косметика и гигиена,1,4073.91,63
PYSLW9NN,Кружка керамическая 300мл,Посуда,3,4693.22,69
PYSLW9NN,Лампочка светодиодная 9W,Товары для дома,2,3412.47,0
PYSLW9NN,Макароны из твёрдых сортов 400г,Продукты,2,886.17,62
PYSLW9NN,Шампунь для волос 400мл,Косметика и гигиена,4,262.35,0
PYSLW9NN,Кондиционер для белья,Бытовая химия,4,4055.65,51
KS79W7N1,Гель для душа 250мл,Косметика и гигиена,3,2465.47,0
KS79W7N1,Кастрюля нержавеющая сталь 4л,Посуда,3,4385.72,75
KS79W7N1,Дезодорант-стик,Косметика и гигиена,1,545.58,0
GSG6X77X,Чистящее средство для кухни,Бытовая химия,2,92.18,0
GSG6X77X,Кружка керамическая 300мл,Посуда,1,2551.0,0
GSG6X77X,Батарейки AAA 4шт,Товары для дома,3,1347.64,80
GSG6X77X,Яблоки свежие 1кг,Продукты,3,480.04,38
GSG6X77X,Кастрюля нержавеющая сталь 4л,Посуда,2,4458.02,0
GSG6X77X,Набор кухонных полотенец,Текстиль,3,4318.41,0
GSG6X77X,Зубная паста 100мл,Косметика и гигиена,3,3843.85,0
LY6DJ6ZX,Средство для мытья посуды 500мл,Бытовая химия,2,1588.98,37
LY6DJ6ZX,Дезодорант-стик,Косметика и гигиена,4,3702.82,67
LY6DJ6ZX,Постельное бельё 1.5 спальное,Текстиль,1,2331.12,31
LY6DJ6ZX,Чай чёрный листовой 100г,Продукты,2,4124.54,35
