doc_id,item,category,amount,price,discount
5XDFEKZ9,Дезодорант-стик,Косметика и гигиена,1,780.68,34
5XDFEKZ9,Тарелка глубокая 20см,Посуда,1,4134.11,77
5XDFEKZ9,Батарейки AAA 4шт,Товары для дома,2,746.98,58
5XDFEKZ9,Лампочка светодиодная 9W,Товары для дома,3,4156.89,63
K1FT4WI5,Кондиционер для белья,Бытовая химия,3,2103.3,0
K1FT4WI5,Кондиционер для белья,Бытовая химия,4,1845.62,72
K1FT4WI5,Кастрюля нержавеющая сталь 4л,Посуда,1,2866.65,0
K1FT4WI5,Отбеливатель 1л,Бытовая химия,2,4703.77,74
K1FT4WI5,Яблоки свежие 1кг,Продукты,2,4233.39,53
51MOQH0N,Гель для душа 250мл,Косметика и гигиена,1,3642.18,42
ME86V13N,Молоко 3.2% 1л,Продукты,1,1392.81,0
ME86V13N,Полотенце вафельное,Текстиль,4,3900.72,54
ME86V13N,Чай чёрный листовой 100г,Продукты,3,4429.49,0
ME86V13N,Набор кухонных полотенец,Текстиль,4,743.73,66
ME86V13N,Средство для мытья посуды 500мл,Бытовая химия,4,1567.13,60
ME86V13N,Батарейки AAA 4шт,Товары для дома,4,2628.85,0
ME86V13N,Гель для душа 250мл,Косметика и гигиена,1,729.6,0
ME86V13N,Кружка керамическая 300мл,Посуда,2,871.43,75
JGVRIL1R,Яблоки свежие 1кг,Продукты,1,3107.6,52
JGVRIL1R,Скатерть льняная,Текстиль,1,3706.64,58
JGVRIL1R,Чистящее средство для кухни,Бытовая химия,3,2000.91,50
JGVRIL1R,Кастрюля нержавеющая сталь 4л,Посуда,2,4186.71,80
JGVRIL1R,Отбеливатель 1л,Бытовая химия,4,416.38,0
JGVRIL1R,Шампунь для волос 400мл,Косметика и гигиена,4,2609.33,73
JGVRIL1R,Кружка керамическая 300мл,Посуда,1,1985.37,0
D7VLUHCD,Набор кухонных полотенец,Текстиль,3,1004.52,35
D7VLUHCD,Шампунь для волос 400мл,Косметика и гигиена,3,1242.62,0
D7VLUHCD,Швабра с насадкой,Товары для дома,4,2816.35,0
D7VLUHCD,Полотенце вафельное,Текстиль,2,1798.27,77
D7VLUHCD,Столовый прибор (ложка+вилка),Посуда,3,764.13,65
D7VLUHCD,Набор кухонных полотенец,Текстиль,4,3357.44,0
I234F4FL,Дезодорант-стик,Косметика и гигиена,3,2203.68,73
I234F4FL,Хлеб ржаной,Продукты,4,1849.09,34
I234F4FL,Полотенце вафельное,Текстиль,2,3486.05,75
I234F4FL,Средство для мытья посуды 500мл,Бытовая химия,4,2890.27,48
I234F4FL,Коврик для ванной,Текстиль,3,2063.22,35
I234F4FL,Макароны из твёрдых сортов 400г,Продукты,4,1980.13,0
I234F4FL,Постельное бельё 1.5 спальное,Текстиль,4,1046.75,65
0GWHW3EQ,Батарейки AAA 4шт,Товары для дома,1,4162.77,52
0GWHW3EQ,Набор кухонных полотенец,Текстиль,3,910.2,35
0GWHW3EQ,Отбеливатель 1л,Бытовая химия,3,3024.21,55
0GWHW3EQ,Столовый прибор (ложка+вилка),Посуда,3,2986.55,0
0GWHW3EQ,Кондиционер для белья,Бытовая химия,1,3619.07,42
0GWHW3EQ,Постельное бельё 1.5 спальное,Текстиль,1,1656.07,0
B45CYXWJ,Хлеб ржаной,Продукты,1,498.75,0
E76SD928,Полотенце вафельное,Текстиль,2,2807.06,52
E76SD928,Яблоки свежие 1кг,Продукты,2,3401.93,44
UYY8SNN7,Дезодорант-стик,Косметика и гигиена,1,162.09,0
UYY8SNN7,Швабра с насадкой,Товары для дома,4,4664.85,0
UYY8SNN7,Молоко 3.2% 1л,Продукты,4,1634.9,0
UYY8SNN7,Коврик для ванной,Текстиль,3,4064.03,0
UYY8SNN7,Чистящее средство для кухни,Бытовая химия,2,2546.44,66
UYY8SNN7,Кружка керамическая 300мл,Посуда,2,3180.13,58
UYY8SNN7,Столовый прибор (ложка+вилка),Посуда,4,4870.48,0
UYY8SNN7,Чай чёрный листовой 100г,Продукты,3,3348.25,36
GPEPXYZU,Коврик для ванной,Текстиль,2,4619.81,37
GPEPXYZU,Гель для душа 250мл,Косметика и гигиена,3,3051.03,71
GPEPXYZU,Столовый прибор (ложка+вилка),Посуда,3,2288.3,31
GPEPXYZU,Средство для мытья посуды 500мл,Бытовая химия,1,4775.79,63
GPEPXYZU,Гель для душа 250мл,Косметика и гигиена,1,3662.8,42
GPEPXYZU,Чистящее средство для кухни,Бытовая химия,4,464.8,0
GPEPXYZU,Гель для душа 250мл,Косметика и гигиена,4,3808.08,43
JVBLI1GH,Чай чёрный листовой 100г,Продукты,3,943.34,0
JVBLI1GH,Кружка керамическая 300мл,Посуда,4,4930.26,47
JVBLI1GH,Столовый прибор (ложка+вилка),Посуда,1,3822.71,53
JVBLI1GH,Кастрюля нержавеющая сталь 4л,Посуда,2,1336.41,0
V0ZBACTA,Кружка керамическая 300мл,Посуда,1,1890.04,0
V0ZBACTA,Стиральный порошок 3кг,Бытовая химия,3,4657.65,77
V0ZBACTA,Кондиционер для белья,Бытовая химия,3,4956.14,0
V0ZBACTA,Скатерть льняная,Текстиль,1,891.42,0
V0ZBACTA,Чай чёрный листовой 100г,Продукты,2,2810.98,0
V0ZBACTA,Чистящее средство для кухни,Бытовая химия,3,4016.88,75
V0ZBACTA,Столовый прибор (ложка+вилка),Посуда,3,2689.54,37
CTIPLCTX,Пакеты для мусора 30л,Товары для дома,1,1623.92,36
CTIPLCTX,Постельное бельё 1.5 спальное,Текстиль,2,2522.63,0
CTIPLCTX,Молоко 3.2% 1л,Продукты,1,3434.24,66
CTIPLCTX,Гель для душа 250мл,Косметика и гигиена,4,2131.68,0
CTIPLCTX,Тарелка глубокая 20см,Посуда,2,2096.81,45
N1NHLDES,Макароны из твёрдых сортов 400г,Продукты,3,3649.93,0
4MDF2AYE,Стиральный порошок 3кг,Бытовая химия,3,2834.9,70
0DAUSVM6,Пакеты для мусора 30л,Товары для дома,4,232.79,43
0DAUSVM6,Батарейки AAA 4шт,Товары для дома,2,2184.03,0
0DAUSVM6,Набор кухонных полотенец,Текстиль,1,1577.19,34
0DAUSVM6,Коврик для ванной,Текстиль,4,3452.76,0
0DAUSVM6,Кружка керамическая 300мл,Посуда,2,854.97,41
0DAUSVM6,Набор кухонных полотенец,Текстиль,3,3271.89,0
0DAUSVM6,Сковорода антипригарная 24см,Посуда,1,4131.16,0
0DAUSVM6,Батарейки AAA 4шт,Товары для дома,3,394.09,65
6DUSVICK,Постельное бельё 1.5 спальное,Текстиль,2,3545.76,0
6DUSVICK,Средство для мытья посуды 500мл,Бытовая химия,3,1225.11,58
6DUSVICK,Пакеты для мусора 30л,Товары для дома,2,3086.29,33
6DUSVICK,Чай чёрный листовой 100г,Продукты,2,3456.76,49
6DUSVICK,Батарейки AAA 4шт,Товары для дома,2,2151.62,38
6DUSVICK,Швабра с насадкой,Товары для дома,1,725.87,0
6DUSVICK,Постельное бельё 1.5 спальное,Текстиль,1,3541.46,0
6DUSVICK,Яблоки свежие 1кг,Продукты,1,3306.05,53
UR4EMK5N,Хлеб ржаной,Продукты,4,211.99,58
UR4EMK5N,Лампочка светодиодная 9W,Товары для дома,4,340.37,0
UR4EMK5N,Скатерть льняная,Текстиль,3,3413.89,0
UR4EMK5N,Стиральный порошок 3кг,Бытовая химия,1,1654.8,74
MD1CGI3K,Батарейки AAA 4шт,Товары для дома,1,3380.63,0
AA9LGENO,Стиральный порошок 3кг,Бытовая химия,2,2597.81,48
AA9LGENO,Столовый прибор (ложка+вилка),Посуда,3,2835.27,42
AA9LGENO,Чистящее средство для кухни,Бытовая химия,3,4120.52,0
AA9LGENO,Зубная паста 100мл,Косметика и гигиена,1,2191.86,0
AA9LGENO,Стиральный порошок 3кг,Бытовая химия,3,156.57,75
852J5YS6,Чай чёрный листовой 100г,Продукты,4,2560.59,49
852J5YS6,Швабра с насадкой,Товары для дома,3,2799.95,50
852J5YS6,Хлеб ржаной,Продукты,3,3951.08,0
852J5YS6,Мыло жидкое с дозатором,Косметика и гигиена,4,1518.61,0
852J5YS6,Тарелка глубокая 20см,Посуда,3,2213.54,62
7JRM1QOI,Макароны из твёрдых сортов 400г,Продукты,2,1073.47,0
7JRM1QOI,Тарелка глубокая 20см,Посуда,1,4922.62,31
7JRM1QOI,Макароны из твёрдых сортов 400г,Продукты,3,230.52,0
7JRM1QOI,Стиральный порошок 3кг,Бытовая химия,1,3629.48,0
7JRM1QOI,Лампочка светодиодная 9W,Товары для дома,2,504.97,59
7JRM1QOI,Хлеб ржаной,Продукты,1,3504.01,56
7JRM1QOI,Швабра с насадкой,Товары для дома,4,2135.42,0
7JRM1QOI,Кастрюля нержавеющая сталь 4л,Посуда,3,321.1,0
Q0O115OO,Столовый прибор (ложка+вилка),Посуда,3,1239.19,37
Q0O115OO,Чистящее средство для кухни,Бытовая химия,1,2468.8,0
Q0O115OO,Зубная паста 100мл,Косметика и гигиена,4,2093.55,0
Q0O115OO,Дезодорант-стик,Косметика и гигиена,3,1061.73,0
