doc_id,item,category,amount,price,discount
BLDCW7GK,Полотенце вафельное,Текстиль,4,4557.27,43
BLDCW7GK,Чистящее средство для кухни,Бытовая химия,4,3540.16,46
WAKS0RJN,Столовый прибор (ложка+вилка),Посуда,3,3308.59,0
WAKS0RJN,Батарейки AAA 4шт,Товары для дома,4,259.76,0
WAKS0RJN,Тарелка глубокая 20см,Посуда,1,4131.79,37
WAKS0RJN,Чистящее средство для кухни,Бытовая химия,1,1252.14,0
TX7N0RZ8,Пакеты для мусора 30л,Товары для дома,2,2910.89,0
TX7N0RZ8,Кастрюля нержавеющая сталь 4л,Посуда,4,4469.19,46
6MTPSAF3,Шампунь для волос 400мл,Косметика и гигиена,1,1072.39,51
6MTPSAF3,Яблоки свежие 1кг,Продукты,4,2263.62,55
6MTPSAF3,Полотенце вафельное,Текстиль,3,890.17,0
1PJ3ADXZ,Пакеты для мусора 30л,Товары для дома,2,3175.23,75
1PJ3ADXZ,Макароны из твёрдых сортов 400г,Продукты,4,3750.85,71
1PJ3ADXZ,Скатерть льняная,Текстиль,1,477.78,55
1PJ3ADXZ,Гель для душа 250мл,Косметика и гигиена,2,1390.15,71
VWS4IADR,Макароны из твёрдых сортов 400г,Продукты,1,2854.23,66
VWS4IADR,Дезодорант-стик,Косметика и гигиена,2,2387.68,42
MUMKX16Q,Кружка керамическая 300мл,Посуда,1,4474.23,0
MUMKX16Q,Скатерть льняная,Текстиль,4,2140.4,47
MUMKX16Q,Макароны из твёрдых сортов 400г,Продукты,3,677.52,50
MUMKX16Q,Яблоки свежие 1кг,Продукты,2,2806.23,34
CNYA5TL8,Столовый прибор (ложка+вилка),Посуда,4,2343.78,0
CNYA5TL8,Мыло жидкое с дозатором,Косметика и гигиена,2,588.69,0
7LSBNPV1,Коврик для ванной,Текстиль,4,2543.27,79
7LSBNPV1,Отбеливатель 1л,Бытовая химия,3,2446.36,72
7LSBNPV1,Столовый прибор (ложка+вилка),Посуда,4,1146.83,40
7LSBNPV1,Столовый прибор (ложка+вилка),Посуда,1,137.05,0
7LSBNPV1,Лампочка светодиодная 9W,Товары для дома,3,271.59,54
7LSBNPV1,Скатерть льняная,Текстиль,3,2710.77,0
EDOB7ZKI,Гель для душа 250мл,Косметика и гигиена,2,647.23,73
EDOB7ZKI,Батарейки AAA 4шт,Товары для дома,4,4657.38,80
NGJ69QSO,Гель для душа 250мл,Косметика и гигиена,1,4585.02,0
E32DAU1C,Кастрюля нержавеющая сталь 4л,Посуда,1,2740.46,0
J1ZHW20B,Хлеб ржаной,Продукты,3,930.53,34
J1ZHW20B,Кружка керамическая 300мл,Посуда,1,3500.53,79
J1ZHW20B,Стиральный порошок 3кг,Бытовая химия,3,937.65,0
J1ZHW20B,Стиральный порошок 3кг,Бытовая химия,3,1881.61,0
J1ZHW20B,Мыло жидкое с дозатором,Косметика и гигиена,1,4137.33,0
4W5IJ6LR,Мыло жидкое с дозатором,Косметика и гигиена,2,2968.0,54
4W5IJ6LR,Кастрюля нержавеющая сталь 4л,Посуда,2,1876.48,54
4W5IJ6LR,Хлеб ржаной,Продукты,3,560.21,69
4W5IJ6LR,Мыло жидкое с дозатором,Косметика и гигиена,4,510.95,55
4W5IJ6LR,Ведро пластиковое 10л,Товары для дома,4,3460.21,64
IK4JG2RN,Хлеб ржаной,Продукты,4,4289.91,0
IK4JG2RN,Гель для душа 250мл,Косметика и гигиена,1,4116.26,71
IK4JG2RN,Яблоки свежие 1кг,Продукты,1,468.12,78
IK4JG2RN,Мыло жидкое с дозатором,Косметика и гигиена,1,1822.49,39
DI02WXCE,Полотенце вафельное,Текстиль,4,1686.5,0
DI02WXCE,Дезодорант-стик,Косметика и гигиена,3,793.19,57
DI02WXCE,Швабра с насадкой,Товары для дома,2,3331.5,0
DI02WXCE,Ведро пластиковое 10л,Товары для дома,1,2526.67,59
YS1O8WX7,Шампунь для волос 400мл,Косметика и гигиена,3,927.35,43
YS1O8WX7,Коврик для ванной,Текстиль,3,4294.44,59
YS1O8WX7,Скатерть льняная,Текстиль,3,1668.55,52
YS1O8WX7,Чистящее средство для кухни,Бытовая химия,4,4922.35,0
YS1O8WX7,Гель для душа 250мл,Косметика и гигиена,1,405.82,72
YS1O8WX7,Кастрюля нержавеющая сталь 4л,Посуда,2,4843.86,0
YS1O8WX7,Коврик для ванной,Текстиль,1,4624.47,0
YS1O8WX7,Яблоки свежие 1кг,Продукты,3,3704.62,0
WYXCQL9P,Набор кухонных полотенец,Текстиль,4,2877.93,0
WYXCQL9P,Молоко 3.2% 1л,Продукты,1,3504.62,0
WYXCQL9P,Дезодорант-стик,Косметика и гигиена,1,564.15,0
WYXCQL9P,Лампочка светодиодная 9W,Товары для дома,4,3662.35,0
WYXCQL9P,Лампочка светодиодная 9W,Товары для дома,2,894.84,79
WYXCQL9P,Пакеты для мусора 30л,Товары для дома,1,3442.82,0
TMFMP9ZT,Ведро пластиковое 10л,Товары для дома,2,64.8,53
TMFMP9ZT,Стиральный порошок 3кг,Бытовая химия,1,4373.37,0
TMFMP9ZT,Батарейки AAA 4шт,Товары для дома,2,2324.55,0
TMFMP9ZT,Полотенце вафельное,Текстиль,4,4594.71,46
TMFMP9ZT,Швабра с насадкой,Товары для дома,4,1505.28,0
TMFMP9ZT,Хлеб ржаной,Продукты,3,415.4,0
TMFMP9ZT,Стиральный порошок 3кг,Бытовая химия,3,2816.86,40
TMFMP9ZT,Лампочка светодиодная 9W,Товары для дома,2,2166.56,42
KEJORQJL,Набор кухонных полотенец,Текстиль,4,2776.75,79
KEJORQJL,Постельное бельё 1.5 спальное,Текстиль,3,3957.55,0
KEJORQJL,Ведро пластиковое 10л,Товары для дома,2,1043.72,0
KEJORQJL,Чистящее средство для кухни,Бытовая химия,4,2037.12,53
KEJORQJL,Макароны из твёрдых сортов 400г,Продукты,3,2529.29,0
KEJORQJL,Молоко 3.2% 1л,Продукты,3,820.79,0
KEJORQJL,Швабра с насадкой,Товары для дома,4,218.2,79
LNFVCCL1,Яблоки свежие 1кг,Продукты,2,707.32,37
LNFVCCL1,Гель для душа 250мл,Косметика и гигиена,1,2716.64,55
LNFVCCL1,Скатерть льняная,Текстиль,1,2932.64,0
P58TXZUR,Отбеливатель 1л,Бытовая химия,2,4932.46,0
P58TXZUR,Отбеливатель 1л,Бытовая химия,1,1152.84,0
P58TXZUR,Хлеб ржаной,Продукты,4,4058.11,61
P58TXZUR,Столовый прибор (ложка+вилка),Посуда,1,1123.62,0
P58TXZUR,Молоко 3.2% 1л,Продукты,3,4733.24,0
AGDG8UR2,Постельное бельё 1.5 спальное,Текстиль,2,1456.12,66
AGDG8UR2,Шампунь для волос 400мл,Косметика и гигиена,2,721.46,0
AGDG8UR2,Зубная паста 100мл,Косметика и гигиена,1,1739.82,53
AGDG8UR2,Молоко 3.2% 1л,Продукты,2,4350.63,0
GJT61J7K,Постельное бельё 1.5 спальное,Текстиль,3,1606.96,0
GJT61J7K,Кружка керамическая 300мл,Посуда,1,494.18,44
BH3GVOUT,Дезодорант-стик,Косметика и гигиена,2,466.98,61
BH3GVOUT,Гель для душа 250мл,Косметика и гигиена,2,2595.97,61
U75D079P,Дезодорант-стик,Косметика и гигиена,3,1428.25,38
U75D079P,Стиральный порошок 3кг,Бытовая химия,3,561.37,0
U75D079P,Лампочка светодиодная 9W,Товары для дома,2,3757.78,52
U75D079P,Батарейки AAA 4шт,Товары для дома,2,3034.11,36
Z6EOA2CP,Тарелка глубокая 20см,Посуда,2,300.95,73
Z6EOA2CP,Ведро пластиковое 10л,Товары для дома,3,2487.66,53
SCXOC8EZ,Коврик для ванной,Текстиль,1,97.3,80
SCXOC8EZ,Чай чёрный листовой 100г,Продукты,4,3353.97,48
SCXOC8EZ,Столовый прибор (ложка+вилка),Посуда,2,1933.5,76
SCXOC8EZ,Чистящее средство для кухни,Бытовая химия,3,2618.3,0
UGLC1TDD,Хлеб ржаной,Продукты,2,2106.96,36
3JCAXFP2,Кастрюля нержавеющая сталь 4л,Посуда,3,4325.78,0
3JCAXFP2,Столовый прибор (ложка+вилка),Посуда,3,3724.51,0
