doc_id,item,category,amount,price,discount
UCHDAX7C,Коврик для ванной,Текстиль,2,4030.55,68
UCHDAX7C,Хлеб ржаной,Продукты,2,4607.6,50
UCHDAX7C,Макароны из твёрдых сортов 400г,Продукты,4,2837.94,0
FAETK3ZN,Лампочка светодиодная 9W,Товары для дома,4,2348.62,0
AUIIF8I0,Ведро пластиковое 10л,Товары для дома,1,4432.47,0
AUIIF8I0,Постельное бельё 1.5 спальное,Текстиль,2,2907.89,50
AUIIF8I0,Зубная паста 100мл,Косметика и гигиена,1,1606.72,0
AUIIF8I0,Ведро пластиковое 10л,Товары для дома,1,2690.43,52
AUIIF8I0,Кондиционер для белья,Бытовая химия,3,2728.93,41
AUIIF8I0,Постельное бельё 1.5 спальное,Текстиль,3,2019.31,0
AUIIF8I0,Хлеб ржаной,Продукты,3,1896.0,61
AUIIF8I0,Гель для душа 250мл,Косметика и гигиена,2,1941.71,79
UEZJ3UQA,Стиральный порошок 3кг,Бытовая химия,3,4580.19,0
UEZJ3UQA,Скатерть льняная,Текстиль,3,4764.08,57
UEZJ3UQA,Столовый прибор (ложка+вилка),Посуда,4,3277.64,0
UEZJ3UQA,Кружка керамическая 300мл,Посуда,1,2529.95,60
UEZJ3UQA,Постельное бельё 1.5 спальное,Текстиль,3,2651.37,48
YB1S2Z8H,Коврик для ванной,Текстиль,2,4918.28,48
YB1S2Z8H,Яблоки свежие 1кг,Продукты,4,4837.32,31
YB1S2Z8H,Чай чёрный листовой 100г,Продукты,4,1220.63,69
OX8A4IEW,Кружка керамическая 300мл,Посуда,1,102.58,0
OX8A4IEW,Батарейки AAA 4шт,Товары для дома,1,4865.15,0
3I0ZF027,Отбеливатель 1л,Бытовая химия,3,1511.09,59
XY9QLDLO,Гель для душа 250мл,Косметика и гигиена,1,3414.25,52
XY9QLDLO,Сковорода антипригарная 24см,Посуда,2,1387.77,51
XY9QLDLO,Макароны из твёрдых сортов 400г,Продукты,4,751.77,63
XY9QLDLO,Средство для мытья посуды 500мл,Бытовая химия,1,4053.61,55
XY9QLDLO,Шампунь для волос 400мл,Косметика и гигиена,4,3655.92,60
XY9QLDLO,Тарелка глубокая 20см,Посуда,3,3439.93,59
XY9QLDLO,Зубная паста 100мл,Косметика и гигиена,3,641.84,76
70O0YVHA,Дезодорант-стик,Косметика и гигиена,4,4160.49,0
70O0YVHA,Швабра с насадкой,Товары для дома,3,4887.41,34
70O0YVHA,Тарелка глубокая 20см,Посуда,4,1128.23,53
70O0YVHA,Гель для душа 250мл,Косметика и гигиена,2,3808.98,0
70O0YVHA,Сковорода антипригарная 24см,Посуда,2,3088.71,58
X2X5Y8UC,Тарелка глубокая 20см,Посуда,2,3681.22,68
X2X5Y8UC,Скатерть льняная,Текстиль,4,4186.82,57
X2X5Y8UC,Столовый прибор (ложка+вилка),Посуда,2,2798.5,47
X2X5Y8UC,Швабра с насадкой,Товары для дома,1,383.13,69
X2X5Y8UC,Скатерть льняная,Текстиль,4,4969.65,0
OAB9BVXE,Полотенце вафельное,Текстиль,2,1366.29,67
OAB9BVXE,Тарелка глубокая 20см,Посуда,4,4886.16,0
OAB9BVXE,Лампочка светодиодная 9W,Товары для дома,4,1892.52,0
UJ99EE59,Зубная паста 100мл,Косметика и гигиена,4,4956.19,67
UJ99EE59,Отбеливатель 1л,Бытовая химия,4,1934.05,42
UJ99EE59,Полотенце вафельное,Текстиль,4,1525.63,0
H3HPRIM8,Тарелка глубокая 20см,Посуда,3,1210.63,0
H3HPRIM8,Набор кухонных полотенец,Текстиль,2,1930.55,0
H3HPRIM8,Сковорода антипригарная 24см,Посуда,1,1908.67,0
H3HPRIM8,Набор кухонных полотенец,Текстиль,1,3081.57,0
H3HPRIM8,Яблоки свежие 1кг,Продукты,3,4545.55,47
H3HPRIM8,Пакеты для мусора 30л,Товары для дома,3,368.32,67
H3HPRIM8,Набор кухонных полотенец,Текстиль,3,356.27,35
H3HPRIM8,Хлеб ржаной,Продукты,4,4691.64,75
07ZWLLRK,Чай чёрный листовой 100г,Продукты,4,920.79,37
