doc_id,item,category,amount,price,discount
2GG9NDY2,Хлеб ржаной,Продукты,3,2448.47,32
2GG9NDY2,Чистящее средство для кухни,Бытовая химия,3,4188.56,74
2GG9NDY2,Зубная паста 100мл,Косметика и гигиена,2,3713.25,59
2GG9NDY2,Пакеты для мусора 30л,Товары для дома,3,2883.08,63
2GG9NDY2,Сковорода антипригарная 24см,Посуда,4,4210.22,0
2GG9NDY2,Средство для мытья посуды 500мл,Бытовая химия,2,1196.47,53
2GG9NDY2,Постельное бельё 1.5 спальное,Текстиль,2,4644.15,40
RGMLGO8E,Средство для мытья посуды 500мл,Бытовая химия,1,1881.15,32
RGMLGO8E,Шампунь для волос 400мл,Косметика и гигиена,4,2367.37,55
YYTSW7MJ,Кондиционер для белья,Бытовая химия,1,4329.39,63
YYTSW7MJ,Отбеливатель 1л,Бытовая химия,2,4806.32,0
YYTSW7MJ,Коврик для ванной,Текстиль,4,622.73,32
RQTIZXBA,Кружка керамическая 300мл,Посуда,2,1972.77,0
RQTIZXBA,Кружка керамическая 300мл,Посуда,3,967.48,72
DNOYX2ER,Шампунь для волос 400мл,Косметика и гигиена,2,4573.48,35
DNOYX2ER,Батарейки AAA 4шт,Товары для дома,4,4167.67,69
DNOYX2ER,Швабра с насадкой,Товары для дома,4,926.16,0
DNOYX2ER,Шампунь для волос 400мл,Косметика и гигиена,1,3751.41,61
DNOYX2ER,Кастрюля нержавеющая сталь 4л,Посуда,2,3673.29,39
DNOYX2ER,Хлеб ржаной,Продукты,2,1549.41,55
DNOYX2ER,Кондиционер для белья,Бытовая химия,4,3490.6,76
DNOYX2ER,Зубная паста 100мл,Косметика и гигиена,3,3117.46,60
ANTOCQVK,Чистящее средство для кухни,Бытовая химия,1,4463.28,72
ANTOCQVK,Швабра с насадкой,Товары для дома,2,969.2,0
0M9AS7TA,Средство для мытья посуды 500мл,Бытовая химия,4,1661.77,0
0M9AS7TA,Набор кухонных полотенец,Текстиль,3,3231.21,65
0M9AS7TA,Чай чёрный листовой 100г,Продукты,2,1076.06,37
0M9AS7TA,Молоко 3.2% 1л,Продукты,2,3674.86,0
0M9AS7TA,Лампочка светодиодная 9W,Товары для дома,3,3322.01,51
R8C81JOU,Коврик для ванной,Текстиль,3,3917.28,0
R8C81JOU,Скатерть льняная,Текстиль,1,924.59,42
R8C81JOU,Ведро пластиковое 10л,Товары для дома,1,4313.21,0
R8C81JOU,Чай чёрный листовой 100г,Продукты,3,577.13,72
R8C81JOU,Лампочка светодиодная 9W,Товары для дома,3,2828.71,0
3G6MH7U1,Стиральный порошок 3кг,Бытовая химия,2,1616.42,66
3G6MH7U1,Пакеты для мусора 30л,Товары для дома,1,652.77,0
3G6MH7U1,Набор кухонных полотенец,Текстиль,2,1161.81,43
3G6MH7U1,Постельное бельё 1.5 спальное,Текстиль,4,3308.94,0
3G6MH7U1,Молоко 3.2% 1л,Продукты,1,2868.16,37
EL134RSE,Чистящее средство для кухни,Бытовая химия,4,2710.29,0
29HZXPN1,Пакеты для мусора 30л,Товары для дома,1,1309.15,60
29HZXPN1,Коврик для ванной,Текстиль,4,825.79,0
29HZXPN1,Шампунь для волос 400мл,Косметика и гигиена,2,1891.58,43
29HZXPN1,Дезодорант-стик,Косметика и гигиена,2,529.38,0
29HZXPN1,Полотенце вафельное,Текстиль,2,3709.16,48
29HZXPN1,Дезодорант-стик,Косметика и гигиена,1,274.19,63
29HZXPN1,Кастрюля нержавеющая сталь 4л,Посуда,2,3682.99,48
PT24ERVX,Макароны из твёрдых сортов 400г,Продукты,4,4007.62,70
PT24ERVX,Гель для душа 250мл,Косметика и гигиена,3,1037.09,0
